Prop distance,Correlation Length,Visibility,Epsilon,Mean Transmission
0.0,0.0,0.9992223347004003,0.09261521882357968,0.6242693200615943
0.02,4.132806579540311e-08,0.9937679208828687,0.7442356646874801,0.6242692434968188
0.04,8.265613159080622e-08,0.9858993414850064,1.6905973016918154,0.6242692888244206
0.06,1.239841973862093e-07,0.971960556781837,3.38572080805004,0.6242691938983329
0.08,1.6531226318161243e-07,0.9621231256457728,4.596767532093334,0.6242692644365306
0.1,2.0664032897701553e-07,0.9552912225363669,5.445123800410013,0.624269837068296
0.12,2.479683947724186e-07,0.9477621229363167,6.38711111747208,0.624270396904658
0.14,2.8929646056782177e-07,0.938567742339962,7.547648102163795,0.6242705404967723
0.16,3.3062452636322487e-07,0.9234959388550396,9.474866298889445,0.6242703564361084
0.18,3.719525921586279e-07,0.9133093801337209,10.795308897976708,0.6242703599951048
0.2,4.1328065795403106e-07,0.9142606992828939,10.671371336109276,0.6242706680310981
0.22,4.546087237494342e-07,0.9099038814840051,11.240036880092713,0.6242706023060699
0.24,4.959367895448372e-07,0.8973560857229582,12.893157338877604,0.6242703325181107
0.26,5.372648553402404e-07,0.8809462616488385,15.090315702347937,0.6242695840047807
0.28,5.785929211356435e-07,0.8817690305691267,14.97918183004039,0.6242692956292263
0.3,6.199209869310465e-07,0.8806030444793621,15.136705760482911,0.6242681727624462
0.32,6.612490527264497e-07,0.8793258052987512,15.309499461910102,0.6242676243679207
0.34,7.025771185218528e-07,0.8707617495906146,16.47462811701764,0.6242677605643737
0.36,7.439051843172558e-07,0.8602252818010517,17.923924816230745,0.624267939863598
0.38,7.85233250112659e-07,0.857446123452083,18.309158536833973,0.6242673921183528
0.4,8.265613159080621e-07,0.8565402748726959,18.43499282202961,0.6242668852495632
0.42,8.678893817034652e-07,0.8509317726503723,19.21706271090479,0.6242664574716743
0.44,9.092174474988684e-07,0.8412407637631174,20.580640150654876,0.624266488128705
0.46,9.505455132942714e-07,0.8324958154621602,21.824652810958394,0.6242666396585341
0.48,9.918735790896745e-07,0.8303749678542269,22.128322822510604,0.6242664310951608
0.5,1.0332016448850776e-06,0.82805922930414,22.46078502133621,0.6242668619423573
0.52,1.0745297106804809e-06,0.8221762001948704,23.30958945578521,0.6242669741667409
0.54,1.1158577764758838e-06,0.8175602365675724,23.979844648874483,0.6242673324227295
0.56,1.157185842271287e-06,0.8068324534782868,25.552291520854528,0.6242674675483354
0.58,1.19851390806669e-06,0.8087996479733613,25.262386490662717,0.6242686411768285
0.6,1.239841973862093e-06,0.804967792198684,25.82773953036411,0.6242692573414874
0.62,1.2811700396574964e-06,0.8012535616537709,26.378312575645925,0.624269020330926
0.64,1.3224981054528995e-06,0.7899032519009541,28.07676273438044,0.6242681780722532
0.66,1.3638261712483026e-06,0.7801713274013888,29.552587250421542,0.6242672489194915
0.68,1.4051542370437057e-06,0.7788498077469006,29.754411077597535,0.6242673508368671
0.7000000000000001,1.446482302839109e-06,0.7766936291636822,30.084441194247816,0.6242672965205049
0.72,1.4878103686345116e-06,0.7692199600618823,31.235513867353948,0.6242669456463237
0.74,1.529138434429915e-06,0.7562751720229726,33.25595057992817,0.624266838544503
0.76,1.570466500225318e-06,0.7523856019048644,33.86979975745533,0.6242670436192115
0.78,1.6117945660207213e-06,0.7564180743462405,33.23345800724978,0.6242669062527255
0.8,1.6531226318161242e-06,0.7492765790596289,34.362749904067556,0.6242672555293334
0.8200000000000001,1.6944506976115273e-06,0.740905907156227,35.70019555292699,0.6242674419983565
0.84,1.7357787634069304e-06,0.7364122592844778,36.42442644915091,0.624267922292562
0.86,1.7771068292023335e-06,0.7282460245468961,37.75194548453535,0.6242678017964873
0.88,1.8184348949977368e-06,0.7324053652526249,37.0739453132824,0.6242676903576978
0.9,1.8597629607931397e-06,0.7275246115913676,37.86993454078361,0.6242678437148282
0.92,1.9010910265885428e-06,0.7226916643637235,38.663406521398834,0.6242690525068848
0.9400000000000001,1.942419092383946e-06,0.7148410273815473,39.96370242091537,0.6242699933398158
