Prop distance,Correlation Length,Visibility,Epsilon
1.72,3.554213658404667e-06,0.737958205082343,36.17477249728036
1.74,3.5955417242000703e-06,0.7361817777429143,36.46169171818966
1.76,3.6368697899954736e-06,0.7376510283674207,36.22433664398451
1.78,3.678197855790876e-06,0.7347333939294216,36.69613990823958
1.8,3.7195259215862794e-06,0.7286923586601741,37.67900487346095
1.82,3.760853987381683e-06,0.7257624353648321,38.158635957305115
1.84,3.8021820531770856e-06,0.7242805591045927,38.40195826225633
1.86,3.843510118972489e-06,0.7233536038474802,38.55441643756089
1.8800000000000001,3.884838184767892e-06,0.721205695540279,38.908439368633665
1.9000000000000001,3.926166250563295e-06,0.7176438811104674,39.497835787258005
1.92,3.967494316358698e-06,0.7163939909721402,39.705356783060886
1.94,4.008822382154101e-06,0.7151054741273324,39.919670386882956
1.96,4.050150447949505e-06,0.713293914793101,40.22163346912973
1.98,4.091478513744907e-06,0.7119954552686705,40.43854178522756
2.0,4.13280657954031e-06,0.7079736070408578,41.112912444748446
2.02,4.174134645335714e-06,0.7065675706635346,41.349576233312746
2.04,4.215462711131117e-06,0.7048894936778277,41.63264706753147
2.06,4.25679077692652e-06,0.7044630585257506,41.70468878839955
2.08,4.2981188427219236e-06,0.6994834359473724,42.54918635386474
2.1,4.339446908517326e-06,0.6955961092510016,43.21262979254509
2.12,4.380774974312729e-06,0.6944649776521418,43.40637459159841
2.14,4.422103040108133e-06,0.6951107630814608,43.29572323068263
2.16,4.463431105903535e-06,0.6944637394989951,43.40658684020052
2.18,4.504759171698938e-06,0.691157194096504,43.97476114580328
2.2,4.546087237494342e-06,0.6870317931054144,44.68746548049905
2.22,4.587415303289745e-06,0.6874858590608032,44.608811746753766
2.24,4.628743369085148e-06,0.6888712921739647,44.369146380958824
2.2600000000000002,4.670071434880552e-06,0.6877840201921018,44.55719224365431
2.2800000000000002,4.711399500675954e-06,0.6848230423619032,45.070810333076224
2.3000000000000003,4.752727566471357e-06,0.682200303286638,45.52761485912155
2.32,4.79405563226676e-06,0.68194716180943,45.57179760556175
2.34,4.835383698062163e-06,0.680472496729763,45.82950885383546
2.36,4.8767117638575665e-06,0.6796138069899657,45.97983017206022
2.38,4.918039829652969e-06,0.6757285510054082,46.662361399162
2.4,4.959367895448372e-06,0.674057393418452,46.9571450792262
