Prop distance,Correlation Length,Visibility,Epsilon
0.0,0.0,0.9996197690720666,0.0452741945422213
0.02,4.132806579540311e-08,0.9969958115661584,0.35817977051367433
0.04,8.265613159080622e-08,0.9934361687264319,0.7839842807745786
0.06,1.239841973862093e-07,0.9865923062939316,1.60695100457742
0.08,1.6531226318161243e-07,0.9817189657197672,2.196452054256511
0.1,2.0664032897701553e-07,0.9780389851398228,2.643541392747103
0.12,2.479683947724186e-07,0.9747733409236267,3.041703087527712
0.14,2.8929646056782177e-07,0.9693726214068659,3.703118914210311
0.16,3.3062452636322487e-07,0.960889903704134,4.749457259480602
0.18,3.719525921586279e-07,0.9552900967982915,5.445264102919386
0.2,4.1328065795403106e-07,0.9547179542678814,5.516585487386226
0.22,4.546087237494342e-07,0.9520542701259126,5.84919517998421
0.24,4.959367895448372e-07,0.9465260931121364,6.542469149827475
0.26,5.372648553402404e-07,0.9379666503605949,7.623914851486178
0.28,5.785929211356435e-07,0.9384110425329655,7.567525531704712
0.3,6.199209869310465e-07,0.9374360089206928,7.69128342612026
0.32,6.612490527264497e-07,0.9354770224046621,7.940320900403637
0.34,7.025771185218528e-07,0.9294049351929484,8.715565765720115
0.36,7.439051843172558e-07,0.9246520468534932,9.3259259501615
0.38,7.85233250112659e-07,0.9239771801571268,9.412845788533764
0.4,8.265613159080621e-07,0.9225150676255843,9.601377370326178
0.42,8.678893817034652e-07,0.918520743837375,10.117951224328863
0.44,9.092174474988684e-07,0.9128748597837125,10.851961050034605
0.46,9.505455132942714e-07,0.9073101936971443,11.579867601986276
0.48,9.918735790896745e-07,0.9055824872402436,11.806775023513019
0.5,1.0332016448850776e-06,0.9037319775133749,12.050291402979399
0.52,1.0745297106804809e-06,0.9010132747055236,12.40896290084339
0.54,1.1158577764758838e-06,0.8981159038463857,12.7923988490689
0.56,1.157185842271287e-06,0.8916957299110567,13.646466042778842
0.58,1.19851390806669e-06,0.8912368269322897,13.70774857120743
0.6,1.239841973862093e-06,0.8883718132102851,14.091061339932917
0.62,1.2811700396574964e-06,0.8859757725793561,14.412580199179688
0.64,1.3224981054528995e-06,0.8779893261167074,15.490576508989157
0.66,1.3638261712483026e-06,0.872784928097388,16.198346818805277
0.68,1.4051542370437057e-06,0.8712119018236141,16.413100744482403
0.7000000000000001,1.446482302839109e-06,0.870361842106491,16.529314707877415
0.72,1.4878103686345116e-06,0.8662925714894066,17.08721253880247
0.74,1.529138434429915e-06,0.85925845543323,18.057800362799245
0.76,1.570466500225318e-06,0.8560913539649748,18.497403195289348
0.78,1.6117945660207213e-06,0.8579303255713407,18.241951029031533
0.8,1.6531226318161242e-06,0.8548313073588043,18.67275369856564
0.8200000000000001,1.6944506976115273e-06,0.8501378125141752,19.32819172588838
0.84,1.7357787634069304e-06,0.8476868591399065,19.67190256002237
0.86,1.7771068292023335e-06,0.8445266687589745,20.11654334791039
0.88,1.8184348949977368e-06,0.8471138504263634,19.752402083654363
0.9,1.8597629607931397e-06,0.8427213098058564,20.37130585946403
0.92,1.9010910265885428e-06,0.8397976936255468,20.785030632044652
0.9400000000000001,1.942419092383946e-06,0.8345780062013232,21.527269513898595
0.96,1.983747158179349e-06,0.8323408271500486,21.846818365754988
0.98,2.0250752239747523e-06,0.8291926104882266,22.297953609985747
1.0,2.066403289770155e-06,0.8263120149991211,22.71224225133825
1.02,2.1077313555655585e-06,0.8223666366501062,23.282018289650942
1.04,2.1490594213609618e-06,0.8185521196090961,23.835500889062605
1.06,2.1903874871563647e-06,0.815460789243347,24.285945260605008
1.08,2.2317155529517676e-06,0.8172164872245412,24.029909670019038
1.1,2.273043618747171e-06,0.8134895960627837,24.574064495656376
1.12,2.314371684542574e-06,0.8122383976857912,24.757308209184295
1.1400000000000001,2.355699750337977e-06,0.8084528433502701,25.313443811757164
1.16,2.39702781613338e-06,0.8050415778576433,25.816827814569184
1.18,2.4383558819287832e-06,0.8076013460624932,25.438895959080998
1.2,2.479683947724186e-06,0.8028044913269181,26.14810330384144
1.22,2.521012013519589e-06,0.7971966010946582,26.982613626728984
1.24,2.5623400793149927e-06,0.792915474454858,27.62364915313542
1.26,2.6036681451103956e-06,0.7929527119518257,27.61805848037501
1.28,2.644996210905799e-06,0.790792356195207,27.94283975055753
1.3,2.686324276701202e-06,0.7861597190771774,28.64229792026833
1.32,2.727652342496605e-06,0.7811437722506442,29.404292734313326
1.34,2.7689804082920084e-06,0.7788951766286488,29.74747665377396
1.36,2.8103084740874113e-06,0.7771868627552612,30.00886490401821
1.3800000000000001,2.851636539882814e-06,0.7765933920441142,30.099806050379257
1.4000000000000001,2.892964605678218e-06,0.7715206121679369,30.879987001192646
1.42,2.9342926714736204e-06,0.7707694778344298,30.99594542119964
1.44,2.9756207372690233e-06,0.7686121818633053,31.329613313787732
1.46,3.0169488030644266e-06,0.7666333466042516,31.636503321807144
1.48,3.05827686885983e-06,0.7660247616668938,31.731045726975292
1.5,3.099604934655233e-06,0.7603988727077393,32.6085894227819
1.52,3.140933000450636e-06,0.7569991498930213,33.14204152682692
1.54,3.1822610662460394e-06,0.7544172011730697,33.54877941437021
1.56,3.2235891320414427e-06,0.75454748614377,33.528222119447996
1.58,3.264917197836845e-06,0.7539099291050929,33.62885426380018
1.6,3.3062452636322484e-06,0.7498343083344321,34.27416897247562
1.62,3.347573329427652e-06,0.7459845609652919,34.88694940956085
1.6400000000000001,3.3889013952230546e-06,0.7464112581158079,34.81887459937767
1.6600000000000001,3.430229461018458e-06,0.7468368820420607,34.75100976827816
1.68,3.471557526813861e-06,0.747044287205395,34.71795347015654
1.7,3.512885592609264e-06,0.7402263763961209,35.80943164557152
