Prop distance,Correlation Length,Visibility,Epsilon
0.0,0.0,0.9969805449306327,0.36000271726177807
0.02,1.239841973862093e-07,0.9600854936991242,4.849159834284777
0.04,2.479683947724186e-07,0.9319520996189927,8.389745358966492
0.06,3.7195259215862796e-07,0.8835763929765987,14.735419622791936
0.08,4.959367895448372e-07,0.867555496833838,16.91378524994473
0.1,6.199209869310467e-07,0.8481722310179663,19.603757308986317
0.12,7.439051843172559e-07,0.8250620208936154,22.892466527494516
0.14,8.678893817034653e-07,0.814024242314767,24.495849035223532
0.16,9.918735790896745e-07,0.7849481101066033,28.825912541768492
0.18,1.1158577764758838e-06,0.7677626685175228,31.46126418620777
0.2,1.2398419738620935e-06,0.7511929236723099,34.05866325838776
0.22,1.3638261712483026e-06,0.7191905713866121,39.24153642856907
0.24,1.4878103686345118e-06,0.7036031482571443,41.850094270586766
0.26,1.6117945660207213e-06,0.6843176344989157,45.15870136693363
0.28,1.7357787634069306e-06,0.6673990902397116,48.138937628196466
0.3,1.8597629607931397e-06,0.6567171890144676,50.059739472166974
0.32,1.983747158179349e-06,0.6344414068947338,54.16789782364137
0.34,2.1077313555655585e-06,0.6165697672193511,57.569499578547166
0.36,2.2317155529517676e-06,0.608867422020304,59.06603965604342
0.38,2.3556997503379775e-06,0.5915986741454851,62.49128447579725
0.4,2.479683947724187e-06,0.5841822131927522,63.99313526882969
0.42,2.603668145110396e-06,0.5613341397452198,68.74273055204351
0.44,2.727652342496605e-06,0.5410448316440406,73.1253733193461
0.46,2.8516365398828146e-06,0.5296637194524436,75.65630546015745
0.48,2.9756207372690237e-06,0.5168910002661148,78.56229266599092
0.5,3.099604934655233e-06,0.4990070900972663,82.75416371823103
0.52,3.2235891320414427e-06,0.4862489572905193,85.83744392545962
0.54,3.347573329427652e-06,0.4717800725638515,89.4336131538544
0.56,3.4715575268138612e-06,0.47355943525616284,88.9854585187315
0.58,3.5955417242000703e-06,0.4528697897754732,94.30364705315269
0.6,3.7195259215862794e-06,0.43968827450852543,97.82015129475599
0.62,3.843510118972489e-06,0.4265216160308818,101.43955139772673
0.64,3.967494316358698e-06,0.4109640531750755,105.86303940824239
0.66,4.091478513744908e-06,0.39713464987576086,109.93808194060782
0.68,4.215462711131117e-06,0.38456316560891124,113.76752674574463
0.7000000000000001,4.339446908517327e-06,0.36526505286209926,119.89666878424457
0.72,4.463431105903535e-06,0.3633444780944639,120.52427623481081
0.74,4.587415303289745e-06,0.3468403112736369,126.05842907372114
0.76,4.711399500675955e-06,0.34335106835380735,127.26212305784667
0.78,4.835383698062164e-06,0.33228623224964027,131.16173066303745
0.8,4.959367895448374e-06,0.3143043460401045,137.78494157340435
