Prop distance,Correlation Length,Visibility,Epsilon,Mean Transmission
0.0,0.0,0.9993273765999267,0.08010115627146469,0.8726994693943734
0.02,4.132806579540311e-08,0.9939501348805724,0.72240948810108,0.8726991966175377
0.04,8.265613159080622e-08,0.9881290278439653,1.4216660449144334,0.8726980824376432
0.06,1.239841973862093e-07,0.9741344044377817,3.11976102663563,0.8726979916278013
0.08,1.6531226318161243e-07,0.9641591858832489,4.3451032642693495,0.8726984206862917
0.1,2.0664032897701553e-07,0.958818492217493,5.006367830094909,0.872698876727261
0.12,2.479683947724186e-07,0.9522942024218307,5.819197116098107,0.8727000589931286
0.14,2.8929646056782177e-07,0.9425497525212397,7.04363967050657,0.8727003343129307
0.16,3.3062452636322487e-07,0.9300455301818743,8.633540100998594,0.8727006666275775
0.18,3.719525921586279e-07,0.9222186581240619,9.639634193558,0.8726989700888199
0.2,4.1328065795403106e-07,0.9214409168845717,9.740073829533829,0.872699893506981
0.22,4.546087237494342e-07,0.917408662942513,10.262173087529863,0.872700445584102
0.24,4.959367895448372e-07,0.9075578363130152,11.547378976130759,0.8727006279849191
0.26,5.372648553402404e-07,0.8926135142918258,13.523998396941792,0.8726975214472522
0.28,5.785929211356435e-07,0.8930941362504209,13.459915229468102,0.8726962821046095
0.3,6.199209869310465e-07,0.8939455456903003,13.346478157705523,0.8726951748346032
0.32,6.612490527264497e-07,0.8915550666299796,13.66524703247857,0.8726945129062009
0.34,7.025771185218528e-07,0.8833148767601463,14.770659895483693,0.8726944619571166
0.36,7.439051843172558e-07,0.8741938990312722,16.00631851115335,0.8726939192120223
0.38,7.85233250112659e-07,0.8743748249979657,15.981682584249674,0.8726937385997572
0.4,8.265613159080621e-07,0.8718817277626494,16.321606853797526,0.8726925290049733
0.42,8.678893817034652e-07,0.8689491643060738,16.72269696432079,0.872691348365593
0.44,9.092174474988684e-07,0.8607686634721602,17.848749309068925,0.8726907516132093
0.46,9.505455132942714e-07,0.8529942282947313,18.92886879447275,0.8726918031395936
0.48,9.918735790896745e-07,0.8512550313924665,19.171846540794824,0.8726906150049865
0.5,1.0332016448850776e-06,0.8491437907824891,19.467469301445806,0.8726906786927228
0.52,1.0745297106804809e-06,0.8440220578634751,20.187696406947627,0.872690209876806
0.54,1.1158577764758838e-06,0.8391239043303683,20.880583625335372,0.8726912318915341
0.56,1.157185842271287e-06,0.8291151734829416,22.309071771197534,0.8726917823470878
0.58,1.19851390806669e-06,0.8287618260112981,22.359817605593488,0.872693265677113
0.6,1.239841973862093e-06,0.8244466811659101,22.981286566206816,0.8726938905738929
0.62,1.2811700396574964e-06,0.818325989954604,23.868392981045695,0.8726932887671802
0.64,1.3224981054528995e-06,0.8061759700974721,25.649194657382775,0.8726921320913251
0.66,1.3638261712483026e-06,0.7991642184515523,26.689145756826548,0.8726905762069099
0.68,1.4051542370437057e-06,0.7966633073878098,27.062278500190683,0.8726908586284033
0.7000000000000001,1.446482302839109e-06,0.7973981636791271,26.952517490833685,0.872691373799589
0.72,1.4878103686345116e-06,0.7902179849382597,28.029338247766614,0.8726916896308847
0.74,1.529138434429915e-06,0.7781417983339454,29.862679921637557,0.8726912972192732
0.76,1.570466500225318e-06,0.774336509356583,30.44627776969712,0.8726914442119427
0.78,1.6117945660207213e-06,0.7776480959072161,29.938235240013842,0.8726907263089643
0.8,1.6531226318161242e-06,0.7722663920411572,30.7649667938812,0.8726917806310268
0.8200000000000001,1.6944506976115273e-06,0.7654154436013099,31.825777265489513,0.8726914716481189
0.84,1.7357787634069304e-06,0.7612959245814139,32.468230228610004,0.8726923934804167
0.86,1.7771068292023335e-06,0.7556755834742487,33.35037110601488,0.8726922142235188
0.88,1.8184348949977368e-06,0.7598560327021141,32.69360646441976,0.8726918122827267
0.9,1.8597629607931397e-06,0.7562138686376082,33.265600926972,0.8726915280281238
0.92,1.9010910265885428e-06,0.7534524280724317,33.70111875205291,0.8726928023986906
0.9400000000000001,1.942419092383946e-06,0.7469304634703702,34.73609356023636,0.8726950970879778
0.96,1.983747158179349e-06,0.7423852742184485,35.462730128657974,0.8726963419656701
0.98,2.0250752239747523e-06,0.7369778097520339,36.33303525365519,0.872696869505836
1.0,2.066403289770155e-06,0.7306277640191623,37.36323377074836,0.872695622321408
1.02,2.1077313555655585e-06,0.7247629694177805,38.32269241877113,0.8726952625400081
1.04,2.1490594213609618e-06,0.7188358329412113,39.300270744792,0.8726943833899069
1.06,2.1903874871563647e-06,0.7136614009410843,40.16031636883597,0.8726943199601346
1.08,2.2317155529517676e-06,0.714646168008632,39.99615817793532,0.8726934957493886
1.1,2.273043618747171e-06,0.7079394837551196,41.118650459970716,0.8726930986617063
1.12,2.314371684542574e-06,0.7058035329287948,41.47837645083965,0.8726910682846788
1.1400000000000001,2.355699750337977e-06,0.6995468763905391,42.538389640774646,0.8726903369576414
1.16,2.39702781613338e-06,0.6966182728771287,43.037820223077446,0.8726893688814941
1.18,2.4383558819287832e-06,0.7007763805038307,42.32933851748786,0.8726899660955671
1.2,2.479683947724186e-06,0.6926770039709806,43.71327049749743,0.8726895823478558
1.22,2.521012013519589e-06,0.6841585873262297,45.18637326394901,0.8726872838586037
1.24,2.5623400793149927e-06,0.6772708451446556,46.39095468950108,0.8726859862865385
1.26,2.6036681451103956e-06,0.6768248279031093,46.469379417734665,0.8726850955065883
1.28,2.644996210905799e-06,0.6754996379168107,46.70269733387062,0.872685503109933
1.3,2.686324276701202e-06,0.6670341819097456,48.2040460879298,0.8726856815487315
1.32,2.727652342496605e-06,0.659383313047959,49.57741130131905,0.8726870986326705
1.34,2.7689804082920084e-06,0.6557024097494125,50.24383769525538,0.8726863510164629
